City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,dabakala,8.3667,-4.4333,78.82,75,6,4.79,CI,1710737341
290,labrador city,52.9463,-66.9114,24.71,86,100,9.22,CA,1710737440
291,susuman,62.7833,148.1667,15.75,81,64,1.21,RU,1710737440
292,atar,20.5169,-13.0499,73.9,11,91,8.23,MR,1710737440
293,peace river,56.2501,-117.286,55.71,37,0,13.8,CA,1710737253
294,kamin-kashyrskyi,51.6241,24.9586,29.93,80,61,5.03,UA,1710737441
295,egilsstadir,65.2653,-14.3948,31.91,100,100,10.36,IS,1710737441
296,asau,46.4333,26.4,34.72,94,95,1.68,RO,1710737441
297,crane,31.3974,-102.3501,51.44,84,89,9.42,US,1710737441
298,nagqu,31.5,92.0,31.8,11,100,10.36,CN,1710737441
299,celso ramos,-27.6344,-51.3364,65.28,98,95,2.3,BR,1710737442
300,nuuk,64.1835,-51.7216,16.41,79,18,11.5,GL,1710737442
301,sitka,57.0531,-135.33,44.49,76,100,3.44,US,1710737442
302,pirapemas,-3.7267,-44.2233,74.46,99,100,1.34,BR,1710737442
303,dryden,49.7833,-92.7503,12.49,79,100,5.75,CA,1710737443
304,changyon,38.2508,125.0961,50.11,23,28,11.1,KP,1710737443
305,detroit lakes,46.8172,-95.8453,18.9,71,100,14.97,US,1710737443
306,kununurra,-15.7667,128.7333,98.58,47,68,9.22,AU,1710737293
307,bandarbeyla,9.4942,50.8122,79.81,63,66,11.83,SO,1710737443
308,la sarre,48.8002,-79.1996,24.84,91,100,15.08,CA,1710737444
309,avarua,-21.2078,-159.775,80.65,83,100,3.44,CK,1710737444
310,cockburn town,21.4612,-71.1419,78.17,85,0,23.2,TC,1710737204
311,san julian,21.0167,-102.1667,59.81,24,0,7.81,MX,1710737444
312,oshakati,-17.7833,15.6833,71.62,44,9,6.35,NA,1710737445
313,kodiak,57.79,-152.4072,33.31,55,100,11.5,US,1710737445
314,fuding,27.3273,120.214,57.38,67,99,3.51,CN,1710737445
315,mahina,-17.5065,-149.489,85.77,66,75,5.75,PF,1710737445
316,rongelap,11.1635,166.8941,79.97,80,82,8.79,MH,1710737446
317,qamdo,31.1667,97.2333,36.12,27,92,7.67,CN,1710737446
318,shizuishan,39.2333,106.7694,43.95,18,1,29.97,CN,1710737446
319,kalkaman,51.9525,76.0211,30.47,80,13,4.5,KZ,1710737446
320,lata,40.1629,-8.3327,58.82,93,100,2.33,PT,1710737447
321,arauca,7.0847,-70.7591,80.8,62,89,1.66,CO,1710737447
322,san antonio de pale,-1.4014,5.6325,83.61,79,100,6.42,GQ,1710737447
323,hirara,24.8,125.2833,73.26,73,75,13.8,JP,1710737447
324,cavalaire-sur-mer,43.174,6.5272,55.22,86,98,2.24,FR,1710737447
325,sinabang,2.4803,96.3801,84.97,70,73,5.59,ID,1710737448
326,nadym,65.5333,72.5167,7.7,87,76,6.89,RU,1710737448
327,isfahan,32.6572,51.6776,49.64,35,0,2.42,IR,1710737448
328,barranca,-10.75,-77.7667,72.21,84,100,6.87,PE,1710737232
329,fortaleza,-3.7227,-38.5247,80.22,94,75,3.44,BR,1710737342
330,dombarovskiy,50.7587,59.5386,19.0,81,92,7.0,RU,1710737449
331,haiku-pauwela,20.9219,-156.3051,71.62,84,75,16.11,US,1710737449
332,tateyama,34.9833,139.8667,55.33,39,94,14.56,JP,1710737449
333,floro,61.5996,5.0328,44.56,53,100,17.27,NO,1710737450
334,terrace,54.5163,-128.6035,46.31,81,20,13.8,CA,1710737450
335,zapolyarnyy,69.4154,30.8136,22.28,84,100,21.79,RU,1710737450
336,aden,12.7794,45.0367,79.86,73,26,18.79,YE,1710737450
337,griffith,41.5284,-87.4237,32.34,55,100,11.5,US,1710737307
338,richards bay,-28.783,32.0377,68.86,92,100,4.63,ZA,1710737451
339,sarmasag,47.35,22.8333,37.89,70,68,0.87,RO,1710737451
340,fale old settlement,-9.3852,-171.2468,84.78,75,95,9.44,TK,1710737451
341,tralee,52.2704,-9.7026,43.57,95,56,6.29,IE,1710737451
342,alice springs,-23.7,133.8833,104.22,19,75,14.97,AU,1710737376
343,kapuskasing,49.4169,-82.4331,21.29,73,100,13.8,CA,1710737452
344,zarand,30.8127,56.564,63.14,29,27,2.77,IR,1710737452
345,coquimbo,-29.9533,-71.3436,58.73,100,0,6.91,CL,1710737193
346,nacozari viejo,30.4,-109.65,46.33,39,0,3.67,MX,1710737177
347,spanish springs,39.6491,-119.7074,50.77,44,0,3.44,US,1710737230
348,camayenne,9.535,-13.6878,79.59,77,12,5.55,GN,1710737453
349,kutum,14.2,24.6667,68.81,25,93,19.17,SD,1710737453
350,sault ste. marie,46.5168,-84.3333,28.96,84,100,11.5,CA,1710737448
351,tabou,4.423,-7.3528,80.26,90,22,4.9,CI,1710737454
352,dunedin,-45.8742,170.5036,49.8,94,96,5.01,NZ,1710737175
353,ingeniero jacobacci,-41.3427,-69.5448,42.49,66,0,9.48,AR,1710737454
354,guelendeng,10.9176,15.5501,75.42,21,100,5.99,TD,1710737454
355,pulaski,34.7668,-92.3001,53.71,45,75,10.0,US,1710737455
356,sierra grande,-41.606,-65.3557,55.13,35,0,5.53,AR,1710737356
357,acapulco de juarez,16.8634,-99.8901,75.02,88,40,9.22,MX,1710737402
358,pailon,-17.65,-62.75,76.1,83,100,12.21,BO,1710737455
359,carnarvon,-24.8667,113.6333,82.0,61,52,18.68,AU,1710737456
360,thinadhoo,0.5333,72.9333,82.9,72,99,4.63,MV,1710737456
361,port douglas,-16.4833,145.4667,80.38,90,98,13.15,AU,1710737200
362,colonia menno,-22.3667,-59.8167,84.04,62,79,9.28,PY,1710737456
363,jibou,47.2667,23.25,35.29,73,24,1.7,RO,1710737457
364,tiquipaya,-17.3382,-66.2189,59.97,63,75,3.44,BO,1710737457
365,las heras,-46.5419,-68.9359,46.63,61,88,5.59,AR,1710737457
366,lerwick,60.1545,-1.1494,44.6,97,100,23.42,GB,1710737457
367,tazacorte,28.629,-17.9293,65.37,82,0,6.91,ES,1710737411
368,monticello,45.3055,-93.7941,24.6,56,100,14.97,US,1710737458
369,palangkaraya,-2.2,113.8333,88.5,68,95,1.32,ID,1710737458
370,fort mcmurray,56.7268,-111.381,51.39,53,0,10.36,CA,1710737458
371,monforte del cid,38.3686,-0.7044,61.9,57,0,8.01,ES,1710737458
372,ghat,24.9647,10.1728,56.77,37,0,1.41,LY,1710737458
373,goldbach,49.9889,9.1864,49.41,80,100,3.31,DE,1710737459
374,hirapur hamesha,21.5333,79.7667,90.63,36,52,7.27,IN,1710737459
375,calama,-22.4667,-68.9333,61.29,63,0,8.05,CL,1710737298
376,saint-francois,46.4154,3.9054,56.41,95,100,5.75,FR,1710737286
377,opuwo,-18.0607,13.84,72.39,49,6,5.19,NA,1710737460
378,sao joao da barra,-21.6403,-41.0511,77.81,94,27,1.5,BR,1710737460
379,ciudad lazaro cardenas,17.9583,-102.2,71.76,86,22,2.19,MX,1710737387
380,yabelo,4.8833,38.0833,67.26,47,5,12.21,ET,1710737461
381,mount pearl,47.5166,-52.7813,27.32,91,75,4.61,CA,1710737461
382,nyurba,63.2842,118.3319,19.54,86,97,8.43,RU,1710737461
383,khovd,48.0056,91.6419,31.84,28,51,4.45,MN,1710737206
384,san pedro de macoris,18.4616,-69.2972,77.13,94,1,7.74,DO,1710737462
385,coahuayana de hidalgo,18.7,-103.6583,70.2,76,41,3.18,MX,1710737462
386,puerto santa,-8.9906,-78.6456,72.21,84,96,6.35,PE,1710737462
387,valera,9.3178,-70.6036,75.52,70,31,6.64,VE,1710737462
388,qaqortoq,60.7167,-46.0333,5.29,87,77,6.67,GL,1710737463
389,marabba,12.35,32.1833,90.45,29,2,4.25,SD,1710737463
390,juan griego,11.0817,-63.9655,78.1,85,89,16.6,VE,1710737463
391,dunyapur,29.7995,71.7196,84.27,14,1,4.43,PK,1710737464
392,rio verde de mato grosso,-18.9181,-54.8442,77.13,77,32,4.34,BR,1710737281
393,qarauyl,48.9451,79.255,30.94,62,20,8.41,KZ,1710737464
394,mossendjo,-2.9506,12.7261,69.94,98,95,1.25,CG,1710737464
395,belmonte,-15.8631,-38.8828,79.34,86,52,7.07,BR,1710737465
396,princeville,45.7668,-61.2985,37.31,96,100,20.71,CA,1710737465
397,twin falls,42.3505,-114.6445,46.29,57,0,5.75,US,1710737171
398,north bend,43.4065,-124.2243,50.86,93,20,5.75,US,1710737465
399,san pedro,14.35,121.0167,89.31,58,40,8.05,PH,1710737466
400,chonchi,-42.6128,-73.8092,50.13,95,65,2.66,CL,1710737245
401,inarajan village,13.2736,144.7484,86.99,77,23,16.02,GU,1710737466
402,vadso,70.0744,29.7487,23.88,74,75,8.05,NO,1710737466
403,vizinga,61.0749,50.1031,22.93,89,100,9.66,RU,1710737466
404,tadine,-21.55,167.8833,78.33,87,83,16.51,NC,1710737467
405,penzance,50.1186,-5.5371,52.48,96,56,13.51,GB,1710737467
406,bilisht,40.6275,20.99,40.66,88,12,2.17,AL,1710737467
407,tucuma,-0.1833,-50.05,75.78,95,96,5.17,BR,1710737467
408,ejido,8.5514,-71.2375,69.1,83,65,7.18,VE,1710737468
409,usagara,-2.6833,33.0,70.02,79,26,7.2,TZ,1710737468
410,okakarara,-20.5833,17.4333,66.85,56,12,1.48,NA,1710737468
411,cidreira,-30.1811,-50.2056,73.94,92,98,8.52,BR,1710737468
412,bethanie,-26.4833,17.15,76.96,19,56,2.06,NA,1710737469
413,coronel suarez,-37.4547,-61.9334,64.4,92,87,4.27,AR,1710737469
414,thanh hoa,19.8,105.7667,82.98,67,100,10.87,VN,1710737469
415,basciftlik,40.5469,37.1692,35.62,87,64,3.49,TR,1710737470
416,domoni,-12.2569,44.5319,82.99,77,28,1.16,KM,1710737470
417,choix,26.7092,-108.3219,59.95,49,24,2.44,MX,1710737178
418,zeribet el oued,34.6828,6.5111,62.65,40,63,2.55,DZ,1710737471
419,bafata,12.1667,-14.75,72.43,79,7,4.32,GW,1710737471
420,tessaoua,13.7574,7.9874,68.88,15,1,17.2,NE,1710737471
421,coxim,-18.5067,-54.76,78.01,82,69,1.88,BR,1710737466
422,rovaniemi,66.5,25.7167,18.81,73,0,19.57,FI,1710737472
423,long beach,33.767,-118.1892,61.05,80,0,3.44,US,1710737334
424,buala,-8.145,159.5921,82.99,81,100,6.87,SB,1710737472
425,sisimiut,66.9395,-53.6735,-1.01,85,15,8.28,GL,1710737472
426,port alfred,-33.5906,26.891,63.18,92,76,1.01,ZA,1710737473
427,vilyuchinsk,52.9306,158.4028,37.67,85,100,18.48,RU,1710737473
428,balabac,7.9868,117.0645,84.31,67,100,14.47,PH,1710737473
429,nova sintra,14.8667,-24.7167,67.6,78,100,27.13,CV,1710737474
430,quellon,-43.1167,-73.6167,48.87,90,86,5.95,CL,1710737210
431,bengkulu,-3.8004,102.2655,84.9,65,97,6.31,ID,1710737359
432,urangan,-25.3,152.9,84.2,65,59,10.0,AU,1710737474
433,darnah,32.767,22.6367,57.65,75,62,13.91,LY,1710737474
434,seabra,-12.4186,-41.7703,69.53,78,90,2.59,BR,1710737475
435,zaysan,47.4667,84.8667,26.13,77,11,1.68,KZ,1710737475
436,almeria,37.1667,-2.3333,54.45,38,100,4.0,ES,1710737475
437,sattenapalle,16.4,80.1833,90.68,41,23,7.09,IN,1710737475
438,ath thawrah,35.8469,38.5443,58.98,58,100,20.69,SY,1710737476
439,labytnangi,66.6572,66.4183,7.36,87,90,6.76,RU,1710737476
440,forster,-32.1667,152.5167,74.28,85,100,12.44,AU,1710737476
441,mejit,10.2753,170.8646,80.49,78,99,13.8,MH,1710737476
442,guerrero negro,27.9769,-114.0611,61.32,67,9,15.57,MX,1710737197
443,mahdia,35.5047,11.0622,53.55,78,9,4.97,TN,1710737477
444,keren,15.7778,38.4581,75.69,44,97,4.41,ER,1710737477
445,kapa'a,22.0752,-159.319,78.78,68,20,13.8,US,1710737478
446,akureyri,65.6835,-18.0878,31.93,93,100,10.36,IS,1710737478
447,camiri,-20.05,-63.5167,71.15,88,100,1.66,BO,1710737238
448,vernon,50.2581,-119.2691,52.75,58,0,5.75,CA,1710737478
449,el haouaria,37.05,11.0144,51.82,80,36,5.66,TN,1710737479
450,margate,51.3813,1.3862,48.31,96,91,4.0,GB,1710737479
451,obock,12.25,43.0833,71.47,73,31,20.87,DJ,1710737479
452,khorixas,-20.3667,14.9667,79.27,37,23,7.18,NA,1710737480
453,hilo,19.7297,-155.09,75.27,83,100,10.36,US,1710737389
454,carmi,38.0909,-88.1587,37.18,60,0,16.11,US,1710737463
455,taltal,-25.4,-70.4833,65.52,84,14,0.58,CL,1710737481
456,ukata,10.8312,5.8249,78.98,14,1,10.09,NG,1710737481
457,nabire,-3.3667,135.4833,88.21,60,86,6.04,ID,1710737359
458,sparti,37.0733,22.4297,49.95,80,9,3.15,GR,1710737482
459,taguatinga,-12.3857,-46.5711,76.21,83,78,2.06,BR,1710737483
460,pospelikha,51.95,81.7667,26.06,79,73,10.51,RU,1710737483
461,bac kan,22.1333,105.8333,76.33,86,100,2.37,VN,1710737483
462,zouerate,22.7187,-12.4521,70.72,11,99,10.22,MR,1710737484
463,usinsk,65.9939,57.5281,10.2,89,29,11.3,RU,1710737391
464,kodinsk,58.6881,99.1844,32.43,98,100,9.64,RU,1710737484
465,alakurtti,66.9672,30.3491,19.42,66,100,16.71,RU,1710737485
466,trenggalek,-8.05,111.7167,87.3,64,50,6.64,ID,1710737485
467,pangkalpinang,-2.1333,106.1333,85.86,68,96,6.91,ID,1710737485
468,praia da vitoria,38.7333,-27.0667,62.85,77,20,21.43,PT,1710737486
469,praia,14.9215,-23.5087,72.14,73,20,18.41,CV,1710737486
470,huangshan,29.7114,118.3125,50.23,83,100,3.62,CN,1710737486
471,lobujya,27.95,86.8167,17.06,41,78,7.29,NP,1710737486
472,kincardine,56.0667,-3.7167,48.56,95,62,5.53,GB,1710737487
473,hadibu,12.65,54.0333,78.67,63,26,10.29,YE,1710737487
474,conde,-7.2597,-34.9075,80.06,94,75,4.61,BR,1710737487
475,brookings,44.3114,-96.7984,21.2,66,100,18.41,US,1710737487
476,lijiang,26.8688,100.2207,66.4,21,0,6.91,CN,1710737488
477,gutao,37.2025,112.1781,56.03,16,96,19.69,CN,1710737488
478,ta`u,-14.2336,-169.5144,84.45,69,85,4.36,AS,1710737488
479,beau vallon,-20.4189,57.6953,80.22,88,75,3.44,MU,1710737488
480,brisas barra de suchiate,14.55,-92.2167,80.46,76,5,8.48,MX,1710737489
481,malvan,16.0667,73.4667,85.35,42,2,6.87,IN,1710737489
482,solleftea,63.1667,17.2667,13.86,83,100,5.39,SE,1710737489
483,lompoc,34.6391,-120.4579,55.02,87,20,3.44,US,1710737394
484,saldanha,-33.0117,17.9442,62.65,72,100,6.15,ZA,1710737490
485,fortuna,40.5982,-124.1573,52.66,92,100,0.0,US,1710737490
486,tromso,69.6496,18.957,32.02,86,75,21.85,NO,1710737490
487,narasannapeta,18.4167,84.05,91.04,40,13,7.16,IN,1710737490
488,porangatu,-13.4408,-49.1486,73.04,92,8,3.91,BR,1710737490
489,olyokminsk,60.3736,120.4264,21.04,75,85,5.82,RU,1710737491
490,mokshan,53.4365,44.6132,15.62,99,99,5.01,RU,1710737491
491,piacabucu,-10.4056,-36.4344,80.01,86,13,5.7,BR,1710737491
492,nemuro,43.3236,145.575,28.54,84,100,38.21,JP,1710737491
493,mezhdurechenskiy,59.6,65.9333,32.16,82,49,8.28,RU,1710737492
494,minas de marcona,-15.2119,-75.1103,66.02,87,99,7.09,PE,1710737492
495,ma'rib,15.4591,45.3253,81.21,31,2,1.81,YE,1710737492
496,yamada,39.4667,141.95,41.76,50,16,22.88,JP,1710737492
497,west end,26.6833,-78.9667,76.98,81,2,12.91,BS,1710737493
498,kidal,18.4411,1.4078,67.93,15,0,16.55,ML,1710737493
499,yazman,29.1212,71.7446,82.6,15,3,2.89,PK,1710737493
500,babu,24.4167,111.5167,78.4,76,97,3.11,CN,1710737493
501,mukalla,14.5425,49.1242,79.09,64,36,7.05,YE,1710737493
502,trairi,-3.2778,-39.2689,77.74,91,93,4.54,BR,1710737210
503,boende,-0.2167,20.8667,75.4,73,46,1.72,CD,1710737494
504,puerto madryn,-42.7692,-65.0385,58.71,37,0,11.21,AR,1710737271
505,nago,26.5881,127.9761,76.05,61,19,9.78,JP,1710737494
506,mareeba,-17.0,145.4333,79.52,91,100,4.85,AU,1710737495
507,khost,33.3395,69.9204,65.21,32,2,0.63,AF,1710737495
508,lamu,-2.2717,40.902,85.12,74,65,6.22,KE,1710737495
509,granada,37.25,-3.25,57.29,28,100,4.61,ES,1710737461
510,cambria,35.5641,-121.0808,59.74,94,5,1.01,US,1710737347
511,howard springs,-12.497,131.047,89.98,80,99,15.61,AU,1710737496
512,borogontsy,62.6683,131.1683,11.97,83,99,3.69,RU,1710737496
513,dabat,12.9842,37.765,62.58,42,29,6.58,ET,1710737496
514,bikenibeu village,1.3673,173.1241,87.76,84,20,6.91,KI,1710737497
515,malango,-2.9627,119.9001,86.88,50,54,3.11,ID,1710737497
516,berezovyy,51.6667,135.7,23.18,52,52,2.15,RU,1710737497
517,fort stockton,30.894,-102.8793,52.16,86,89,8.23,US,1710737497
518,mel'nikovo,56.5558,84.085,31.19,94,100,11.23,RU,1710737498
519,varna,43.2167,27.9167,46.44,93,71,3.44,BG,1710737498
520,chinsali,-10.5414,32.0816,64.78,97,99,5.17,ZM,1710737498
521,machico,32.7,-16.7667,65.01,82,40,5.75,PT,1710737499
522,puerto vallarta,20.6204,-105.2307,67.12,85,19,2.66,MX,1710737467
523,inegol,40.0781,29.5133,33.08,86,79,1.21,TR,1710737499
524,kargat,55.1956,80.2811,25.48,89,70,12.84,RU,1710737499
525,las terrenas,19.311,-69.5428,74.88,89,2,8.86,DO,1710737499
526,namibe,-15.1961,12.1522,73.62,79,6,2.24,AO,1710737500
527,chibougamau,49.9168,-74.3659,26.22,93,100,3.44,CA,1710737500
528,tanumah,27.1,44.1333,75.87,48,100,20.24,SA,1710737500
529,cabedelo,-6.9811,-34.8339,81.27,87,39,7.78,BR,1710737233
530,along,28.1667,94.7667,84.04,29,6,1.1,IN,1710737501
531,vikhorevka,56.1201,101.1636,31.59,88,100,11.16,RU,1710737501
532,rada tilly,-45.9333,-67.5333,52.29,54,0,5.75,AR,1710737408
533,queenstown,-31.8976,26.8753,56.68,81,94,2.48,ZA,1710737501
534,shangqiu,34.45,115.65,58.17,36,100,9.91,CN,1710737501
535,gadani,25.1185,66.7299,82.62,33,17,1.66,PK,1710737502
536,jolo,6.05,121.0167,86.76,59,90,2.1,PH,1710737502
537,taulaga,-11.0553,-171.0883,85.21,65,97,7.52,AS,1710737502
538,schoningen,52.138,10.9675,40.42,83,99,10.98,DE,1710737503
539,lethbridge,49.7,-112.8186,50.49,61,40,11.5,CA,1710737503
540,santa ana de yacuma,-13.75,-65.4333,75.02,87,100,5.28,BO,1710737503
541,wad az zaki,14.4619,32.2065,86.47,36,15,6.33,SD,1710737503
542,jwaneng,-24.6004,24.7303,66.63,78,4,13.2,BW,1710737504
543,shendi,16.6915,33.4341,85.51,50,63,12.93,SD,1710737504
544,resita,45.3008,21.8892,44.31,72,85,2.64,RO,1710737503
545,erdenet,49.0333,104.0833,24.46,60,39,8.86,MN,1710737504
546,rayevskaya,44.8319,37.5556,45.91,79,51,3.53,RU,1710737505
547,roquetas de mar,36.7642,-2.6148,59.61,60,100,3.76,ES,1710737505
548,illizi,26.4833,8.4667,55.2,30,0,4.7,DZ,1710737505
549,luis correia,-2.8792,-41.6669,77.27,93,98,5.95,BR,1710737506
550,fauske,67.2588,15.3918,37.44,70,99,9.08,NO,1710737506
551,ha'il,27.5219,41.6907,68.02,68,0,11.5,SA,1710737506
552,saint-philippe,-21.3585,55.7679,83.79,80,53,12.3,RE,1710737506
553,shenjiamen,29.9576,122.298,47.14,79,100,8.39,CN,1710737507
554,katsuura,35.1333,140.3,55.42,33,94,22.39,JP,1710737507
555,rabo de peixe,37.8,-25.5833,60.31,82,20,16.11,PT,1710737507
556,quelimane,-17.8786,36.8883,78.75,88,20,1.81,MZ,1710737507
557,parksville,49.3163,-124.3195,51.76,87,6,6.91,CA,1710737264
558,bodaybo,57.8506,114.1933,21.87,84,100,1.28,RU,1710737508
559,holdrege,40.4403,-99.3698,22.28,63,0,9.22,US,1710737508
560,san andres,12.5847,-81.7006,82.42,78,40,11.5,CO,1710737508
561,loudun,47.0079,0.083,53.04,98,79,6.93,FR,1710737508
562,petra,30.3222,35.4793,49.46,88,100,9.86,JO,1710737509
563,waupaca,44.358,-89.086,25.81,74,40,5.75,US,1710737509
564,arraial do cabo,-22.9661,-42.0278,77.54,90,61,1.79,BR,1710737509
565,nguigmi,14.2495,13.1092,68.13,20,1,16.62,NE,1710737509
566,sinjai,-5.1241,120.253,84.38,73,100,4.85,ID,1710737510
567,yuzhno-kurilsk,44.0306,145.8556,33.37,70,100,23.31,RU,1710737510
568,bonthe,7.5264,-12.505,78.49,93,8,4.63,SL,1710737510
569,weno,7.4515,151.8468,85.95,79,75,10.36,FM,1710737510
570,leava,-14.3,-178.1667,84.06,72,100,8.46,WF,1710737510
571,obo,5.3998,26.4869,78.58,55,57,2.89,CF,1710737511
572,okeechobee,27.2439,-80.8298,73.99,95,0,0.0,US,1710737511
573,mokopane,-24.1944,29.0097,66.06,78,32,4.05,ZA,1710737511
574,morro bay,35.3658,-120.8499,58.24,84,5,2.82,US,1710737328
575,minot air force base,48.4209,-101.3391,17.69,79,0,0.0,US,1710737512
576,kiffa,16.6166,-11.4045,73.45,12,60,8.79,MR,1710737512
577,colonia general alfredo stroessner,-25.3667,-55.7,72.52,97,100,4.23,PY,1710737512
578,tahe,52.3333,124.7333,23.67,48,44,7.78,CN,1710737512
579,villa de soto,-30.8552,-64.9995,72.14,74,32,4.41,AR,1710737301
